RunID,Evaluations,Current_Fitness,Best_Fitness,Temperature,Operator
15,951902,2164.7,846.041,19.3353,2OPT
15,952002,2152.09,846.041,19.1429,INSERT
15,952102,2060.47,846.041,18.9524,2OPT
15,952202,2052.05,846.041,18.7638,GLOBAL_SWAP
15,952302,2103.86,846.041,18.5771,2OPT
15,952402,2255.72,846.041,18.3923,2OPT
15,952502,2151,846.041,18.2093,2OPT
15,952602,2011.14,846.041,18.0281,2OPT
15,952702,2008,846.041,17.8487,INSERT
15,952802,2134.43,846.041,17.6711,INSERT
15,952902,2029.22,846.041,17.4952,2OPT
15,953002,2032.16,846.041,17.3211,LOCAL_SWAP
15,953102,1924.87,846.041,17.1488,REMOVE
15,953202,2020.52,846.041,16.9781,GLOBAL_SWAP
15,953302,1953.16,846.041,16.8092,ROUTE_MERGE
15,953402,1937.09,846.041,16.6419,INSERT
15,953502,1944.32,846.041,16.4763,INSERT
15,953602,1878.77,846.041,16.3124,LOCAL_SWAP
15,953702,1690.69,846.041,16.1501,GLOBAL_SWAP
15,953802,1635.92,846.041,15.9894,2OPT
15,953902,1545.72,846.041,15.8303,INSERT
15,954002,1578.83,846.041,15.6727,INSERT
15,954102,1660.04,846.041,15.5168,LOCAL_SWAP
15,954202,1661.39,846.041,15.3624,2OPT
15,954302,1755.4,846.041,15.2095,LOCAL_SWAP
15,954402,1750.1,846.041,15.0582,INSERT
15,954502,1772.98,846.041,14.9083,ROUTE_MERGE
15,954602,1675.04,846.041,14.76,LOCAL_SWAP
15,954702,1813.58,846.041,14.6131,INSERT
15,954802,1768.45,846.041,14.4677,INSERT
15,954902,1749.66,846.041,14.3237,INSERT
15,955002,1720.38,846.041,14.1812,INSERT
15,955102,1663.68,846.041,14.0401,INSERT
15,955202,1697.14,846.041,13.9004,2OPT
15,955302,1678.95,846.041,13.7621,2OPT
15,955402,1684.97,846.041,13.6251,ROUTE_MERGE
15,955502,1694.34,846.041,13.4895,INSERT
15,955602,1698.99,846.041,13.3553,2OPT
15,955702,1725.78,846.041,13.2224,INSERT
15,955802,1721.9,846.041,13.0908,GLOBAL_SWAP
15,955902,1669.31,846.041,12.9606,2OPT
15,956002,1640.88,846.041,12.8316,INSERT
15,956102,1606.73,846.041,12.7039,INSERT
15,956202,1605.24,846.041,12.5775,INSERT
15,956302,1520.47,846.041,12.4524,ROUTE_MERGE
15,956308,1520.47,846.041,228.07,REHEAT
15,956402,2654.4,846.041,225.936,ROUTE_MERGE
15,956502,2675.56,846.041,223.688,2OPT
15,956602,2673.87,846.041,221.462,ROUTE_MERGE
15,956702,2632.44,846.041,219.259,GLOBAL_SWAP
15,956802,2855.28,846.041,217.077,ROUTE_MERGE
15,956902,2648.52,846.041,214.917,INSERT
15,957002,2686.41,846.041,212.778,ROUTE_MERGE
15,957102,2819.65,846.041,210.661,ROUTE_MERGE
15,957202,2440.3,846.041,208.565,INSERT
15,957302,2650.21,846.041,206.489,INSERT
15,957402,2580.04,846.041,204.435,INSERT
15,957502,2426.87,846.041,202.4,REMOVE
15,957602,2673.76,846.041,200.386,2OPT
15,957702,2739.14,846.041,198.392,INSERT
15,957802,2629.42,846.041,196.418,2OPT
15,957902,2668.46,846.041,194.464,REMOVE
15,958002,2599.05,846.041,192.529,2OPT
15,958102,2596.8,846.041,190.613,REMOVE
15,958202,2771.58,846.041,188.716,ROUTE_MERGE
15,958302,2857.03,846.041,186.838,LOCAL_SWAP
15,958402,2729.7,846.041,184.979,ROUTE_MERGE
15,958502,2644.72,846.041,183.139,2OPT
15,958602,2655.52,846.041,181.316,REMOVE
15,958702,2803.14,846.041,179.512,INSERT
15,958802,2607.87,846.041,177.726,INSERT
15,958902,2668.47,846.041,175.957,2OPT
15,959002,2807.53,846.041,174.206,ROUTE_MERGE
15,959102,2493.49,846.041,172.473,2OPT
15,959202,2874.52,846.041,170.757,REMOVE
15,959302,2824.88,846.041,169.058,LOCAL_SWAP
15,959402,2665.89,846.041,167.375,ROUTE_MERGE
15,959502,2764.83,846.041,165.71,LOCAL_SWAP
15,959602,2725.6,846.041,164.061,ROUTE_MERGE
15,959702,2669.48,846.041,162.428,INSERT
15,959802,2688.08,846.041,160.812,INSERT
15,959902,2805.42,846.041,159.212,2OPT
15,960002,2641.81,846.041,157.628,ROUTE_MERGE
15,960102,2706.96,846.041,156.059,REMOVE
15,960202,2793.06,846.041,154.506,GLOBAL_SWAP
15,960302,2508.06,846.041,152.969,LOCAL_SWAP
15,960402,2772.68,846.041,151.447,GLOBAL_SWAP
15,960502,2704.6,846.041,149.94,INSERT
15,960602,2588.52,846.041,148.448,INSERT
15,960702,2579.44,846.041,146.971,2OPT
15,960802,2577.97,846.041,145.508,GLOBAL_SWAP
15,960902,2661.5,846.041,144.06,REMOVE
15,961002,2511.36,846.041,142.627,REMOVE
15,961102,2610.33,846.041,141.207,2OPT
15,961202,2940.99,846.041,139.802,REMOVE
15,961302,2346.46,846.041,138.411,INSERT
15,961402,2575.95,846.041,137.034,LOCAL_SWAP
15,961502,2828.74,846.041,135.67,INSERT
15,961602,2523.65,846.041,134.32,REMOVE
15,961702,3006.13,846.041,132.984,2OPT
15,961802,2789.55,846.041,131.66,ROUTE_MERGE
15,961902,2593.63,846.041,130.35,2OPT
15,962002,2660.06,846.041,129.053,INSERT
15,962102,2323.06,846.041,127.769,GLOBAL_SWAP
15,962202,2584.37,846.041,126.498,2OPT
15,962302,2829.33,846.041,125.239,INSERT
15,962402,2786.48,846.041,123.993,2OPT
15,962502,2525.89,846.041,122.759,REMOVE
15,962602,2479.77,846.041,121.537,2OPT
15,962702,2705.07,846.041,120.328,GLOBAL_SWAP
15,962802,2430.36,846.041,119.131,REMOVE
15,962902,2592.11,846.041,117.945,ROUTE_MERGE
15,963002,2730.26,846.041,116.772,2OPT
15,963102,2629.64,846.041,115.61,2OPT
15,963202,2862.46,846.041,114.459,REMOVE
15,963302,2698.5,846.041,113.32,ROUTE_MERGE
15,963402,2677.81,846.041,112.193,2OPT
15,963502,2375.33,846.041,111.076,2OPT
15,963602,2509.56,846.041,109.971,REMOVE
15,963702,2293.04,846.041,108.877,INSERT
15,963802,2553.93,846.041,107.793,2OPT
15,963902,2696.92,846.041,106.721,2OPT
15,964002,2580.07,846.041,105.659,2OPT
15,964102,2715.79,846.041,104.607,LOCAL_SWAP
15,964202,2520.08,846.041,103.567,2OPT
15,964302,2663.35,846.041,102.536,2OPT
15,964402,2509.27,846.041,101.516,LOCAL_SWAP
15,964502,2779.73,846.041,100.506,INSERT
15,964602,2678.09,846.041,99.5055,INSERT
15,964702,2703.95,846.041,98.5153,GLOBAL_SWAP
15,964802,2457.39,846.041,97.535,INSERT
